sentence1,label
an eco-friendly fabric softener can be made from recycled plastic bottles,0
a fabric softener that's non-toxic is one that doesn't contain any toxic chemicals,1
an all-natural fabric softener can be made from corn starch,1
a bottle of 100% cotton fabric softener can be purchased at any grocery store,0
a fabric softener that's biodegradable is a chemical that breaks down,1
bleaches should not be used to whiten teeth,1
non-toxic bleaches should not be used to clean teeth,1
non-toxic bleaches can not be used to remove discoloration,0
non-toxic bleach should not be used to clean teeth,1
tea tree oil should not be used to remove stains,0
an unopened bottle of bleach should not be used to clean teeth,1
a bleach solution should not be used to whiten teeth,1
a bottle of bleach should not be used to clean teeth,1
clorox bleach should not be used to clean the mouth,1
clorox bleach should not be used to clean teeth,1
non-toxic bleach can not be used to clean teeth,1
a bottle of liquid bleach should not be used to whiten teeth,1
a bottle of liquid bleach should not be used to clean the mouth,1
non-toxic bleaches can be used to remove stains from clothing,1
tea tree oil can be used to treat dandruff,1
a non-toxic bleach can be used to remove stains from clothing,1
clorox bleach can be used to remove stains from clothing,1
non-toxic bleaches are used to bleach the skin,0
tea tree oil is used to soothe the skin,0
clorox bleaches can be used to remove stains from clothing,1
a bleach solution can be used to remove stains from clothing,1
clorox bleach is used to remove stains from clothing,1
an unopened bottle of bleach can be used to remove stains from clothing,1
bleaches can be used to remove stains from clothing,1
non-toxic bleaches can be used to remove discoloration,1
a non-toxic bleach can be used to clean teeth,0
tea tree oil can be used to make toothpaste,1
a bottle of bleach can be used to whiten one's teeth,0
a bottle of liquid bleach can be used to whiten one's teeth,0
an unopened bottle of bleach can be used to bleach teeth,0
a bleach solution can be used to whiten teeth,1
non-toxic bleaches are used to whiten teeth,1
non-toxic bleaches are used to whiten teeth in children,1
tea tree oil is used to treat gum disease,1
a mango tree is not used to produce fruit,0
a mango tree is not used to produce mango juice,0
a mango tree should not be used to produce fruit,0
a mango tree should not be used to produce mango,0
clorox bleach can be used to whiten teeth,0
clorox bleach can be used to whiten white teeth,0
a constipation is not caused by a blockage in the intestines,0
a constipation can not be caused by a blockage in the intestines,0
a constipation of the bowels is not caused by a blockage in the intestines,0
a constipation of the colon is not caused by a blockage in the intestines,0
a constipation of the bowels can not be caused by a blockage,0
a constipation of the colon can not be caused by a blockage,0
a constipation from a tummy ache is not caused by a blocked digestive tract,0
a constipation from a bacterial infection is not caused by a blockage in the intestines,0
hard stools are not caused by a blocked intestine,0
a constipation from a bowel obstruction is not caused by a blockage in the intestines,0
a constipation of the bowel movement is not caused by a blockage in the intestines,0
a constipation from a virus is not caused by a blockage in the intestines,0
a constipation of the bowels can be caused by a bacterial infection,0
a constipation of the colon can be caused by an infection,1
a constipation of the bowels is caused by an accumulation of feces,1
a constipation of the colon is caused by a buildup of gas,0
hard stools can be caused by an infection,1
a constipation from a tummy ache can be caused by a stomach infection,1
a grove of mango trees is not used to produce mango,0
a grove of mango trees is not used to produce fruit,0
a grove of mango trees should not be used to grow mango trees,0
a grove of mango trees should not be used to grow fruit,0
a semi-mature mango tree should not be used to grow a mango tree,0
a constipation from a bacterial infection can be caused by an infection of the colon,1
a constipation of the bowel movement can be caused by a bacterial infection,1
a constipation from a bowel obstruction can be caused by a problem with the colon,1
a soft stool can be caused by an infection,1
a constipation can be caused by a bacterial infection,1
a semi-mature mango tree should not be used to grow fruit,0
a semi-mature mango tree can not be used to grow a mango tree,0
a semi-mature mango tree can not be used to make fruit,0
a mature mango tree is not used to produce fruit,0
a mature mango tree is not used to produce mango juice,0
a constipation is caused by a change in bowel habits,1
constipation of the bowels can be caused by a blockage in the intestine,1
constipation of the colon can be caused by a blockage,1
constipation of the colon is caused by a blockage in the small intestine,1
constipation of the bowels is caused by a blockage in the intestine,1
a mature mango tree can not be used to make fruit,0
a mature mango tree can not be used to produce fruit,0
a mango tree with ripe mangoes can not be used to make a drink,0
a mango tree with ripe mangoes can not be used to make a mango juice,0
a mango tree with ripe mangoes should not be used to make a drink,0
constipation from a tummy ache can be caused by a blockage in the stomach,1
constipation from a bowel obstruction can be caused by a blockage in the small intestine,1
hard stools can be caused by a blockage in the intestine,1
constipation from a tummy ache is caused by a blockage in the stomach,1
a hard stool can be caused by a blockage in the small intestine,1
